BATTING,dismissal,R,B,4s,6s,SR,id
Umar Akmal,b Imad Wasim,4,4,1,0,100.00,222
Sarfaraz Ahmed (c)†,c Irfan Khan b Aamer Yamin,5,11,0,0,45.45,222
Iftikhar Ahmed,c Imran Tahir b Mohammad Amir,32,27,3,0,118.51,222
Mohammad Nawaz,c Irfan Khan b Aamer Yamin,3,6,0,0,50.00,222
Odean Smith,not out,1,2,0,0,50.00,222
Sharjeel Khan,c †Sarfaraz Ahmed b Mohammad Nawaz,0,5,0,0,0.00,222
James Vince,b Naseem Shah,22,14,5,0,157.14,222
Haider Ali,b Qais Ahmad,0,4,0,0,0.00,222
Shoaib Malik,not out,71,49,8,1,144.89,222
Matthew Wade †,b Mohammad Hasnain,15,19,2,0,78.94,222
Imad Wasim (c),c †Sarfaraz Ahmed b Mohammad Hasnain,5,3,1,0,166.66,222
Irfan Khan,not out,37,26,1,3,142.30,222
Shan Masood,c Curran b Rumman Raees,3,4,0,0,75.00,223
Mohammad Rizwan (c)†,lbw b Shadab Khan,50,38,5,1,131.57,223
Rilee Rossouw,c van der Dussen b Curran,36,30,2,2,120.00,223
David Miller,c Faheem Ashraf b Mohammad Wasim,52,25,3,4,208.00,223
Kieron Pollard,not out,32,21,4,1,152.38,223
Khushdil Shah,not out,3,2,0,0,150.00,223
Paul Stirling,c Miller b Mohammad Ilyas,5,5,1,0,100.00,223
Hassan Nawaz,c Usama Mir b Mohammad Ilyas,21,16,2,1,131.25,223
Rassie van der Dussen,c Khushdil Shah b Abbas Afridi,49,32,5,1,153.12,223
Colin Munro,c †Mohammad Rizwan b Usama Mir,31,23,1,2,134.78,223
Shadab Khan (c),c Khushdil Shah b Usama Mir,1,3,0,0,33.33,223
Azam Khan †,b Abbas Afridi,16,14,2,1,114.28,223
Faheem Ashraf,c & b Abbas Afridi,4,6,0,0,66.66,223
Tom Curran,c †Mohammad Rizwan b Ihsanullah,1,2,0,0,50.00,223
Mohammad Wasim,c †Mohammad Rizwan b Abbas Afridi,0,1,0,0,0.00,223
Rumman Raees,not out,6,4,1,0,150.00,223
Abrar Ahmed,b Ihsanullah,0,1,0,0,0.00,223
Matthew Wade †,run out (Kamran Ghulam/†Hope),36,24,4,1,150.00,224
James Vince,b Zaman Khan,46,36,3,2,127.77,224
Haider Ali,b Dawson,18,16,1,1,112.50,224
Shoaib Malik,c †Hope b Haris Rauf,10,7,0,1,142.85,224
Imad Wasim (c),not out,35,19,2,2,184.21,224
Ben Cutting,b Shaheen Shah Afridi,20,19,2,1,105.26,224
Irfan Khan,not out,1,2,0,0,50.00,224
Fakhar Zaman,b Aamer Yamin,15,12,2,0,125.00,224
Mirza Baig,c †Wade b Akif Javed,45,39,3,2,115.38,224
Shai Hope †,c Irfan Khan b Mohammad Amir,1,2,0,0,50.00,224
Kamran Ghulam,c Shoaib Malik b Akif Javed,23,22,3,0,104.54,224
Hussain Talat,st †Wade b Imad Wasim,2,4,0,0,50.00,224
Sikandar Raza,c sub (Tayyab Tahir) b Cutting,18,12,1,1,150.00,224
David Wiese,c Shoaib Malik b Aamer Yamin,9,9,1,0,100.00,224
Liam Dawson,c Aamer Yamin b Akif Javed,1,2,0,0,50.00,224
Shaheen Shah Afridi (c),c †Wade b Cutting,0,1,0,0,0.00,224
Haris Rauf,not out,0,0,0,0,-,224
Zaman Khan,c Imran Tahir b Akif Javed,0,2,0,0,0.00,224
Jason Roy,b Usman Qadir,14,23,2,0,60.86,225
Martin Guptill,c sub (Aamer Jamal) b Neesham,12,16,2,0,75.00,225
Sarfaraz Ahmed (c)†,b Arshad Iqbal,39,30,5,0,130.00,225
Mohammad Nawaz,lbw b Usman Qadir,2,5,0,0,40.00,225
Iftikhar Ahmed,not out,50,34,2,4,147.05,225
Odean Smith,not out,25,12,4,1,208.33,225
Mohammad Haris †,c Roy b Mohammad Hasnain,18,9,4,0,200.00,225
Babar Azam (c),lbw b Mohammad Nawaz,19,18,3,0,105.55,225
Saim Ayub,lbw b Mohammad Hasnain,0,1,0,0,0.00,225
Tom Kohler-Cadmore,c Naseem Shah b Mohammad Hasnain,9,9,2,0,100.00,225
Rovman Powell,b Naseem Shah,36,23,3,2,156.52,225
James Neesham,c Mohammad Nawaz b Qais Ahmad,38,23,4,2,165.21,225
Dasun Shanaka,not out,16,16,1,0,100.00,225
Wahab Riaz,not out,10,12,2,0,83.33,225
Mirza Baig,c Guptill b Mohammad Nawaz,31,15,4,2,206.66,226
Fakhar Zaman,c †Sarfaraz Ahmed b Smith,22,14,3,1,157.14,226
Kamran Ghulam,st †Sarfaraz Ahmed b Qais Ahmad,21,17,2,0,123.52,226
Shai Hope †,c Iftikhar Ahmed b Smith,47,32,5,1,146.87,226
Hussain Talat,c Guptill b Qais Ahmad,26,13,2,1,200.00,226
Sikandar Raza,not out,32,16,1,2,200.00,226
David Wiese,b Mohammad Hasnain,1,4,0,0,25.00,226
Rashid Khan,not out,11,10,0,0,110.00,226
Martin Guptill,c Mirza Baig b Wiese,15,18,1,0,83.33,226
Abdul Bangalzai,lbw b Shaheen Shah Afridi,0,1,0,0,0.00,226
Jason Roy,b Rashid Khan,48,30,1,5,160.00,226
Mohammad Hafeez,c Shaheen Shah Afridi b Wiese,25,22,0,2,113.63,226
Iftikhar Ahmed,c Fakhar Zaman b Wiese,6,10,0,0,60.00,226
Mohammad Nawaz,c Kamran Ghulam b Sikandar Raza,2,5,0,0,40.00,226
Odean Smith,c Rashid Khan b Shaheen Shah Afridi,9,11,0,1,81.81,226
Sarfaraz Ahmed (c)†,not out,16,14,1,0,114.28,226
Qais Ahmad,c Fakhar Zaman b Shaheen Shah Afridi,9,7,2,0,128.57,226
Mohammad Hasnain,not out,1,2,0,0,50.00,226
Shan Masood,c Imran Tahir b Shoaib Malik,51,33,6,1,154.54,227
Mohammad Rizwan (c)†,not out,110,64,10,4,171.87,227
Rilee Rossouw,c Imad Wasim b Mohammad Umar,29,21,4,0,138.09,227
Kieron Pollard,not out,2,2,0,0,100.00,227
Matthew Wade †,lbw b Usama Mir,20,14,3,1,142.85,227
James Vince,run out (Usama Mir/†Mohammad Rizwan),75,34,7,6,220.58,227
Haider Ali,c †Mohammad Rizwan b Khushdil Shah,12,17,0,0,70.58,227
Shoaib Malik,c Pollard b Abbas Afridi,13,19,0,0,68.42,227
Imad Wasim (c),not out,46,26,0,5,176.92,227
Ben Cutting,c Pollard b Abbas Afridi,12,10,1,1,120.00,227
Irfan Khan,not out,1,1,0,0,100.00,227
Mohammad Haris †,c & b Shadab Khan,40,21,4,1,190.47,228
Babar Azam (c),not out,75,58,7,1,129.31,228
Saim Ayub,b Mubasir Khan,3,3,0,0,100.00,228
Tom Kohler-Cadmore,b Hasan Ali,1,4,0,0,25.00,228
Rovman Powell,b Hasan Ali,0,2,0,0,0.00,228
James Neesham,c †Azam Khan b Hasan Ali,6,8,0,0,75.00,228
Dasun Shanaka,c Curran b Faheem Ashraf,11,10,1,0,110.00,228
Wahab Riaz,b Rumman Raees,8,7,0,1,114.28,228
Usman Qadir,run out (Curran),7,5,1,0,140.00,228
Arshad Iqbal,not out,2,2,0,0,100.00,228
Rahmanullah Gurbaz,c Kohler-Cadmore b Usman Qadir,62,31,7,4,200.00,228
Colin Munro,b Arshad Iqbal,9,5,0,1,180.00,228
Rassie van der Dussen,run out (Shanaka),42,29,6,0,144.82,228
Shadab Khan (c),b Neesham,3,5,0,0,60.00,228
Asif Ali,not out,29,13,1,3,223.07,228
Azam Khan †,not out,9,6,0,1,150.00,228
Rahmanullah Gurbaz,c Iftikhar Ahmed b Mohammad Hasnain,8,8,0,1,100.00,229
Colin Munro,b Aimal Khan,38,22,1,4,172.72,229
Rassie van der Dussen,b Mohammad Hasnain,1,4,0,0,25.00,229
Shadab Khan (c),b Smith,12,14,2,0,85.71,229
Azam Khan †,b Smith,97,42,9,8,230.95,229
Asif Ali,c Guptill b Naseem Shah,42,24,1,4,175.00,229
Faheem Ashraf,not out,17,6,2,1,283.33,229
Jason Roy,lbw b Abrar Ahmed,5,5,0,0,100.00,229
Martin Guptill,b Fazalhaq Farooqi,0,1,0,0,0.00,229
Will Smeed,b Abrar Ahmed,17,11,1,1,154.54,229
Mohammad Hafeez,c Mubasir Khan b Fazalhaq Farooqi,48,26,6,2,184.61,229
Sarfaraz Ahmed (c)†,lbw b Shadab Khan,41,36,3,1,113.88,229
Iftikhar Ahmed,c Shadab Khan b Hasan Ali,39,27,3,2,144.44,229
Mohammad Nawaz,c Faheem Ashraf b Shadab Khan,1,2,0,0,50.00,229
Odean Smith,c van der Dussen b Hasan Ali,0,2,0,0,0.00,229
Mohammad Hasnain,c & b Fazalhaq Farooqi,1,2,0,0,50.00,229
Naseem Shah,b Hasan Ali,0,1,0,0,0.00,229
Aimal Khan,not out,0,2,0,0,0.00,229
Matthew Wade †,b Ihsanullah,46,47,4,0,97.87,230
James Vince,c Miller b Anwar Ali,27,12,3,2,225.00,230
Tayyab Tahir,lbw b Ihsanullah,65,46,8,1,141.30,230
Shoaib Malik,not out,10,9,0,0,111.11,230
Imad Wasim (c),not out,14,6,1,1,233.33,230
Shan Masood,c †Wade b Akif Javed,25,16,4,0,156.25,230
Mohammad Rizwan (c)†,c Tayyab Tahir b Shoaib Malik,29,25,3,0,116.00,230
Rilee Rossouw,b Shoaib Malik,7,6,1,0,116.66,230
David Miller,c Shoaib Malik b Shamsi,7,10,1,0,70.00,230
Khushdil Shah,b Shamsi,4,9,0,0,44.44,230
Anwar Ali,c Aamer Yamin b Akif Javed,12,12,0,1,100.00,230
Usama Mir,c Cutting b Shamsi,10,6,0,1,166.66,230
Carlos Brathwaite,b Imad Wasim,1,4,0,0,25.00,230
Akeal Hosein,c Cutting b Imad Wasim,2,3,0,0,66.66,230
Abbas Afridi,lbw b Shoaib Malik,2,5,0,0,40.00,230
Ihsanullah,not out,0,3,0,0,0.00,230
Mirza Baig,b Wahab Riaz,5,7,1,0,71.42,231
Fakhar Zaman,c Rajapaksa b Powell,96,45,3,10,213.33,231
Abdullah Shafique,c Neesham b Wahab Riaz,75,41,5,5,182.92,231
Sam Billings †,not out,47,23,5,3,204.34,231
David Wiese,not out,8,4,1,0,200.00,231
Mohammad Haris †,b Shaheen Shah Afridi,0,2,0,0,0.00,231
Babar Azam (c),b Shaheen Shah Afridi,7,6,1,0,116.66,231
Saim Ayub,c Abdullah Shafique b Rashid Khan,51,34,7,2,150.00,231
Tom Kohler-Cadmore,c Shaheen Shah Afridi b Haris Rauf,55,23,3,5,239.13,231
Bhanuka Rajapaksa,c Wiese b Zaman Khan,24,14,3,1,171.42,231
Rovman Powell,b Zaman Khan,20,15,2,1,133.33,231
James Neesham,c †Billings b Shaheen Shah Afridi,12,8,0,1,150.00,231
Wahab Riaz,c Fakhar Zaman b Shaheen Shah Afridi,0,2,0,0,0.00,231
Saad Masood,b Shaheen Shah Afridi,16,8,3,0,200.00,231
Arshad Iqbal,not out,2,6,0,0,33.33,231
Salman Irshad,not out,0,2,0,0,0.00,231
Mirza Baig,b Shadab Khan,20,17,2,1,117.64,232
Fakhar Zaman,b Curran,36,23,5,1,156.52,232
Abdullah Shafique,c Rahmanullah Gurbaz b Curran,45,24,4,2,187.50,232
Sam Billings †,c Zeeshan Zameer b Curran,33,23,5,0,143.47,232
Hussain Talat,lbw b Shadab Khan,6,5,1,0,120.00,232
Sikandar Raza,not out,23,10,2,1,230.00,232
David Wiese,c Hasan Ali b Abrar Ahmed,12,6,1,1,200.00,232
Rashid Khan,c sub (Mubasir Khan) b Hasan Ali,18,12,2,1,150.00,232
Shaheen Shah Afridi (c),not out,0,1,0,0,0.00,232
Colin Munro,c Shaheen Shah Afridi b Wiese,18,14,1,1,128.57,232
Rahmanullah Gurbaz,c Fakhar Zaman b Zaman Khan,23,17,2,1,135.29,232
Rassie van der Dussen,c sub (Ahsan Bhatti) b Haris Rauf,3,6,0,0,50.00,232
Shadab Khan (c),c †Billings b Wiese,4,6,0,0,66.66,232
Azam Khan †,lbw b Wiese,4,7,0,0,57.14,232
Asif Ali,c Haris Rauf b Rashid Khan,3,4,0,0,75.00,232
Faheem Ashraf,not out,4,13,0,0,30.76,232
Tom Curran,b Rashid Khan,10,6,0,1,166.66,232
Hasan Ali,run out (Haris Rauf/†Billings),4,8,0,0,50.00,232
Zeeshan Zameer,b Sikandar Raza,0,1,0,0,0.00,232
Abrar Ahmed,lbw b Sikandar Raza,0,1,0,0,0.00,232
Mohammad Haris,lbw b Mohammad Amir,0,1,0,0,0.00,233
Babar Azam (c),lbw b Mohammad Amir,0,3,0,0,0.00,233
Saim Ayub,c Tayyab Tahir b Mohammad Amir,1,3,0,0,33.33,233
Tom Kohler-Cadmore,not out,56,45,5,3,124.44,233
Haseebullah Khan †,c Cutting b Shamsi,50,29,4,3,172.41,233
Rovman Powell,c †Rossington b Mohammad Amir,64,34,6,4,188.23,233
Aamer Jamal,not out,13,5,0,2,260.00,233
Matthew Wade,b Mujeeb Ur Rahman,53,41,9,0,129.26,233
Adam Rossington †,c Aamer Jamal b Azmatullah Omarzai,15,8,2,1,187.50,233
Tayyab Tahir,c Haseebullah Khan b Azmatullah Omarzai,6,6,1,0,100.00,233
Irfan Khan,c Powell b Mujeeb Ur Rahman,4,6,0,0,66.66,233
Shoaib Malik,c & b Aamer Jamal,1,3,0,0,33.33,233
Imad Wasim (c),not out,57,30,10,1,190.00,233
Ben Cutting,c sub (JDS Neesham) b Azmatullah Omarzai,15,13,1,1,115.38,233
Aamer Yamin,c Babar Azam b Aamer Jamal,8,5,0,1,160.00,233
Tabraiz Shamsi,b Aamer Jamal,0,1,0,0,0.00,233
Akif Javed,not out,7,7,1,0,100.00,233
Mirza Baig,c & b Umaid Asif,2,7,0,0,28.57,234
Fakhar Zaman,run out (Umaid Asif),4,3,1,0,133.33,234
Abdullah Shafique,b Mohammad Nawaz,15,14,1,1,107.14,234
Sam Billings †,c Smeed b Naveen-ul-Haq,2,5,0,0,40.00,234
Hussain Talat,b Naveen-ul-Haq,6,7,1,0,85.71,234
Shaheen Shah Afridi (c),run out (Naveen-ul-Haq/†Sarfaraz Ahmed),16,16,2,0,100.00,234
Sikandar Raza,not out,71,34,8,3,208.82,234
David Wiese,c & b Mohammad Nawaz,2,3,0,0,66.66,234
Rashid Khan,c Iftikhar Ahmed b Smith,21,20,1,1,105.00,234
Haris Rauf,c †Sarfaraz Ahmed b Naseem Shah,0,2,0,0,0.00,234
Zaman Khan,run out (Mohammad Nawaz/Umaid Asif),0,6,0,0,0.00,234
Yasir Khan,c †Billings b Haris Rauf,14,15,2,0,93.33,234
Will Smeed,lbw b Rashid Khan,32,25,6,0,128.00,234
Martin Guptill,c Abdullah Shafique b Wiese,15,20,1,0,75.00,234
Mohammad Hafeez,run out (Fakhar Zaman),2,7,0,0,28.57,234
Iftikhar Ahmed,c †Billings b Rashid Khan,3,5,0,0,60.00,234
Sarfaraz Ahmed (c)†,not out,27,28,1,0,96.42,234
Odean Smith,c †Billings b Haris Rauf,11,9,0,1,122.22,234
Mohammad Nawaz,b Haris Rauf,4,6,0,0,66.66,234
Umaid Asif,not out,11,6,1,1,183.33,234
Sharjeel Khan,b Rumman Raees,8,6,0,1,133.33,235
Adam Rossington †,c van der Dussen b Hasan Ali,20,16,4,0,125.00,235
Tayyab Tahir,c Hasan Ali b Curran,19,8,1,2,237.50,235
Shoaib Malik,b Faheem Ashraf,12,11,1,0,109.09,235
Imad Wasim (c),not out,92,54,11,2,170.37,235
Irfan Khan,c van der Dussen b Curran,30,20,4,0,150.00,235
Matthew Wade,not out,13,6,2,0,216.66,235
Colin Munro,c Shoaib Malik b Mohammad Amir,11,5,1,1,220.00,235
Alex Hales,b Aamer Yamin,34,16,4,2,212.50,235
Rassie van der Dussen,b Shamsi,22,20,1,0,110.00,235
Faheem Ashraf,run out (Tayyab Tahir/†Rossington/Tye),41,32,1,2,128.12,235
Azam Khan †,not out,72,41,8,4,175.60,235
Asif Ali,not out,10,2,1,1,500.00,235
Fakhar Zaman,c Usama Mir b Sameen Gul,0,3,0,0,0.00,236
Mirza Baig,c †Mohammad Rizwan b Ihsanullah,17,11,3,0,154.54,236
Abdullah Shafique,c & b Pollard,48,35,6,1,137.14,236
Sam Billings †,lbw b Pollard,54,35,6,2,154.28,236
Sikandar Raza,lbw b Ihsanullah,14,8,1,1,175.00,236
Hussain Talat,c Abbas Afridi b Anwar Ali,9,10,1,0,90.00,236
David Wiese,not out,15,12,2,0,125.00,236
Rashid Khan,c Sameen Gul b Anwar Ali,0,2,0,0,0.00,236
Shaheen Shah Afridi (c),b Abbas Afridi,9,4,2,0,225.00,236
Haris Rauf,c Sameen Gul b Abbas Afridi,0,1,0,0,0.00,236
Shan Masood,c Shaheen Shah Afridi b Zaman Khan,19,20,2,0,95.00,236
Mohammad Rizwan (c)†,lbw b Sikandar Raza,30,27,2,1,111.11,236
Usama Mir,b Rashid Khan,17,11,1,1,154.54,236
Rilee Rossouw,b Rashid Khan,12,10,0,1,120.00,236
David Miller,lbw b Rashid Khan,1,2,0,0,50.00,236
Kieron Pollard,c Rashid Khan b Hussain Talat,39,28,2,3,139.28,236
Khushdil Shah,c Wiese b Haris Rauf,10,9,1,0,111.11,236
Anwar Ali,not out,17,12,1,1,141.66,236
Abbas Afridi,not out,4,1,1,0,400.00,236
Yasir Khan,c Shadab Khan b Fazalhaq Farooqi,5,11,0,0,45.45,237
Will Smeed,lbw b Fazalhaq Farooqi,0,1,0,0,0.00,237
Sarfaraz Ahmed (c)†,c Mubasir Khan b Faheem Ashraf,3,4,0,0,75.00,237
Mohammad Nawaz,c Mubasir Khan b Fazalhaq Farooqi,52,44,6,0,118.18,237
Iftikhar Ahmed,c Shadab Khan b Faheem Ashraf,2,8,0,0,25.00,237
Najibullah Zadran,b Rumman Raees,59,34,5,3,173.52,237
Umar Akmal,not out,43,14,2,5,307.14,237
Odean Smith,not out,4,4,1,0,100.00,237
Rahmanullah Gurbaz,lbw b Naseem Shah,0,2,0,0,0.00,237
Alex Hales,c Najibullah Zadran b Naveen-ul-Haq,12,9,1,1,133.33,237
Colin Munro,c Naseem Shah b Mohammad Nawaz,63,29,5,4,217.24,237
Shadab Khan (c),c Yasir Khan b Iftikhar Ahmed,8,4,0,1,200.00,237
Mubasir Khan,c Iftikhar Ahmed b Umaid Asif,5,7,1,0,71.42,237
Azam Khan †,c Yasir Khan b Umaid Asif,35,25,2,2,140.00,237
Asif Ali,b Mohammad Nawaz,6,9,1,0,66.66,237
Faheem Ashraf,not out,39,31,6,0,125.80,237
Hasan Ali,c Smith b Umaid Asif,1,2,0,0,50.00,237
Rumman Raees,not out,0,0,0,0,-,237
Matthew Wade,c †Sarfaraz Ahmed b Naseem Shah,0,1,0,0,0.00,238
Adam Rossington †,c Najibullah Zadran b Naveen-ul-Haq,69,45,10,1,153.33,238
Tayyab Tahir,c Naveen-ul-Haq b Aimal Khan,7,12,1,0,58.33,238
Qasim Akram,c Naseem Shah b Aimal Khan,8,10,0,0,80.00,238
Shoaib Malik,c Umar Akmal b Mohammad Nawaz,13,15,1,0,86.66,238
Imad Wasim (c),not out,30,20,3,1,150.00,238
James Fuller,b Naseem Shah,5,6,1,0,83.33,238
Aamer Yamin,not out,23,11,1,2,209.09,238
Omair Yousuf,c Shoaib Malik b Aamer Yamin,8,6,1,0,133.33,238
Martin Guptill,not out,86,56,9,4,153.57,238
Mohammad Nawaz,c & b Muhammad Musa,15,14,3,0,107.14,238
Iftikhar Ahmed,lbw b Shamsi,4,6,0,0,66.66,238
Najibullah Zadran,c Tayyab Tahir b Shamsi,1,3,0,0,33.33,238
Umar Akmal,c Shoaib Malik b Fuller,9,6,1,0,150.00,238
Sarfaraz Ahmed (c)†,run out (Aamer Yamin),29,25,1,0,116.00,238
Dwaine Pretorius,not out,10,3,2,0,333.33,238
Saim Ayub,c †Billings b Rashid Khan,68,36,8,3,188.88,239
Babar Azam (c),c Wiese b Haris Rauf,50,41,4,2,121.95,239
Mohammad Haris,c Sikandar Raza b Rashid Khan,9,6,1,0,150.00,239
Tom Kohler-Cadmore,c & b Haris Rauf,36,16,2,3,225.00,239
Rovman Powell,c Sikandar Raza b Shaheen Shah Afridi,9,5,0,1,180.00,239
Haseebullah Khan †,b Shaheen Shah Afridi,12,7,1,1,171.42,239
Aamer Jamal,c Wiese b Zaman Khan,5,3,1,0,166.66,239
Azmatullah Omarzai,c Rashid Khan b Shaheen Shah Afridi,0,2,0,0,0.00,239
Wahab Riaz,c †Billings b Shaheen Shah Afridi,0,1,0,0,0.00,239
Mujeeb Ur Rahman,not out,1,1,0,0,100.00,239
Arshad Iqbal,b Zaman Khan,1,2,0,0,50.00,239
Shawaiz Irfan,b Arshad Iqbal,0,6,0,0,0.00,239
Fakhar Zaman,c Azmatullah Omarzai b Wahab Riaz,11,11,2,0,100.00,239
Abdullah Shafique,c Powell b Azmatullah Omarzai,7,12,1,0,58.33,239
Sam Billings †,c †Haseebullah Khan b Wahab Riaz,0,1,0,0,0.00,239
Hussain Talat,c †Haseebullah Khan b Arshad Iqbal,63,37,4,5,170.27,239
Shaheen Shah Afridi (c),c †Haseebullah Khan b Wahab Riaz,52,36,3,5,144.44,239
Sikandar Raza,b Azmatullah Omarzai,20,7,2,2,285.71,239
David Wiese,c Powell b Arshad Iqbal,0,2,0,0,0.00,239
Rashid Khan,run out (Azmatullah Omarzai/†Haseebullah Khan),2,3,0,0,66.66,239
Haris Rauf,not out,0,0,0,0,-,239
Zaman Khan,c †Haseebullah Khan b Aamer Jamal,4,3,1,0,133.33,239
Shan Masood,c Mohammad Wasim b Faheem Ashraf,75,50,12,0,150.00,240
Mohammad Rizwan (c)†,c †Azam Khan b Shadab Khan,33,18,1,3,183.33,240
Rilee Rossouw,c Rahmanullah Gurbaz b Shadab Khan,15,15,0,1,100.00,240
Tim David,c Shadab Khan b Mohammad Wasim,60,27,4,5,222.22,240
David Miller,c Munro b Mohammad Wasim,11,9,1,0,122.22,240
Kieron Pollard,not out,1,1,0,0,100.00,240
Rahmanullah Gurbaz,c Mohammad Ilyas b Anwar Ali,25,14,5,0,178.57,240
Alex Hales,b Anwar Ali,1,7,0,0,14.28,240
Colin Munro,b Usama Mir,40,21,4,3,190.47,240
Shadab Khan (c),b Ihsanullah,44,25,3,3,176.00,240
Azam Khan †,c †Mohammad Rizwan b Usama Mir,3,9,0,0,33.33,240
Faheem Ashraf,not out,51,26,5,2,196.15,240
Asif Ali,c Miller b Abbas Afridi,8,5,0,1,160.00,240
Mubasir Khan,c Miller b Ihsanullah,5,5,1,0,100.00,240
Mohammad Wasim,lbw b Anwar Ali,16,7,1,1,228.57,240
Rumman Raees,not out,0,1,0,0,0.00,240
Saim Ayub,c Mohammad Nawaz b Pretorius,74,34,6,5,217.64,241
Babar Azam (c),run out (Aimal Khan),115,65,15,3,176.92,241
Rovman Powell,not out,35,18,3,2,194.44,241
Tom Kohler-Cadmore,not out,7,3,0,1,233.33,241
Jason Roy,not out,145,63,20,5,230.15,241
Martin Guptill,c & b Wahab Riaz,21,8,3,1,262.50,241
Will Smeed,c Mohammad Haris b Mujeeb Ur Rahman,26,22,1,2,118.18,241
Mohammad Hafeez,not out,41,18,6,2,227.77,241
Abdullah Shafique,c Hales b Fazalhaq Farooqi,1,2,0,0,50.00,242
Fakhar Zaman,c Mohammad Wasim b Hasan Ali,115,57,8,8,201.75,242
Kamran Ghulam,c Faheem Ashraf b Mohammad Wasim,41,30,4,2,136.66,242
Sam Billings †,c Hasan Ali b Fazalhaq Farooqi,32,22,2,2,145.45,242
Sikandar Raza,not out,1,4,0,0,25.00,242
David Wiese,b Fazalhaq Farooqi,6,2,0,1,300.00,242
Rashid Khan,not out,15,5,2,1,300.00,242
Rahmanullah Gurbaz,c Haris Rauf b Zaman Khan,15,15,1,1,100.00,242
Alex Hales,c †Billings b Wiese,18,16,0,1,112.50,242
Colin Munro,c †Billings b Zaman Khan,11,6,2,0,183.33,242
Shadab Khan (c),c †Billings b Rashid Khan,12,7,1,1,171.42,242
Mubasir Khan,b Rashid Khan,3,6,0,0,50.00,242
Asif Ali,b Rashid Khan,7,8,0,0,87.50,242
Faheem Ashraf,lbw b Rashid Khan,4,8,0,0,50.00,242
Hasan Ali,c Abdullah Shafique b Haris Rauf,18,13,1,2,138.46,242
Mohammad Wasim,c †Billings b Haris Rauf,8,11,1,0,72.72,242
Fazalhaq Farooqi,not out,0,1,0,0,0.00,242
Azam Khan †,absent hurt,-,-,-,-,-,242
Saim Ayub,c Abbas Afridi b Usama Mir,58,33,5,4,175.75,243
Babar Azam (c),c †Mohammad Rizwan b Abbas Afridi,73,39,9,2,187.17,243
Mohammad Haris,c Anwar Ali b Abbas Afridi,35,11,1,4,318.18,243
Rovman Powell,c Usama Mir b Abbas Afridi,2,4,0,0,50.00,243
Tom Kohler-Cadmore,c Pollard b Anwar Ali,38,18,4,2,211.11,243
Haseebullah Khan †,c Pollard b Abbas Afridi,7,7,0,1,100.00,243
Azmatullah Omarzai,not out,16,6,1,1,266.66,243
Wahab Riaz,not out,7,2,0,1,350.00,243
Shan Masood,b Mujeeb Ur Rahman,5,5,1,0,100.00,243
Mohammad Rizwan (c)†,c Mohammad Haris b Arshad Iqbal,7,6,0,1,116.66,243
Rilee Rossouw,c Kohler-Cadmore b Azmatullah Omarzai,121,51,12,8,237.25,243
Kieron Pollard,c Azmatullah Omarzai b Wahab Riaz,52,25,3,5,208.00,243
Tim David,b Azmatullah Omarzai,2,3,0,0,66.66,243
Khushdil Shah,c Mohammad Haris b Saim Ayub,18,14,2,0,128.57,243
Anwar Ali,not out,24,8,2,2,300.00,243
Usama Mir,not out,11,3,1,1,366.66,243
Usman Khan,st †Umar Akmal b Mohammad Nawaz,120,43,12,9,279.06,244
Mohammad Rizwan (c)†,c Omair Yousuf b Qais Ahmad,55,29,6,2,189.65,244
Rilee Rossouw,c Mohammad Nawaz b Qais Ahmad,15,9,1,1,166.66,244
Tim David,not out,43,25,1,4,172.00,244
Kieron Pollard,not out,23,14,2,1,164.28,244
Jason Roy,c Khushdil Shah b Anwar Ali,6,6,0,1,100.00,244
Martin Guptill,c †Mohammad Rizwan b Ihsanullah,37,14,2,4,264.28,244
Omair Yousuf,c Usman Khan b Ihsanullah,67,36,7,3,186.11,244
Mohammad Hafeez,c Rossouw b Abbas Afridi,1,2,0,0,50.00,244
Iftikhar Ahmed,c sub (Shan Masood) b Abbas Afridi,53,31,4,4,170.96,244
Umar Akmal †,c David b Abbas Afridi,28,10,2,3,280.00,244
Mohammad Nawaz (c),c Pollard b Abbas Afridi,16,7,3,0,228.57,244
Umaid Asif,c Pollard b Abbas Afridi,0,1,0,0,0.00,244
Qais Ahmad,not out,17,7,2,1,242.85,244
Naveen-ul-Haq,not out,17,7,3,0,242.85,244
Saim Ayub,b Fazalhaq Farooqi,0,3,0,0,0.00,245
Mohammad Haris,c Hasan Ali b Shadab Khan,79,39,7,5,202.56,245
Bhanuka Rajapaksa,c Munro b Shadab Khan,41,25,4,2,164.00,245
Tom Kohler-Cadmore (c),c Sohaib Maqsood b Faheem Ashraf,12,5,1,1,240.00,245
Haseebullah Khan †,b Mohammad Wasim,10,11,1,0,90.90,245
James Neesham,c Fazalhaq Farooqi b Hasan Ali,1,2,0,0,50.00,245
Aamer Jamal,b Hasan Ali,9,11,1,0,81.81,245
Khurram Shahzad,not out,11,15,1,0,73.33,245
Mujeeb Ur Rahman,c Shadab Khan b Hasan Ali,2,2,0,0,100.00,245
Sufiyan Muqeem,not out,6,7,0,0,85.71,245
Hassan Nawaz,c Salman Irshad b Khurram Shahzad,0,5,0,0,0.00,245
Alex Hales,c Kohler-Cadmore b Aamer Jamal,15,16,3,0,93.75,245
