url,result
http://espncricinfo.com//series/psl-2017-18-1128817/peshawar-zalmi-vs-islamabad-united-21st-match-1128838/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/multan-sultans-vs-karachi-kings-22nd-match-1128839/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/peshawar-zalmi-vs-quetta-gladiators-23rd-match-1128840/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/karachi-kings-vs-lahore-qalandars-24th-match-1128841/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/multan-sultans-vs-islamabad-united-25th-match-1128842/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/quetta-gladiators-vs-lahore-qalandars-26th-match-1128843/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/peshawar-zalmi-vs-karachi-kings-27th-match-1128844/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/quetta-gladiators-vs-islamabad-united-28th-match-1128845/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/peshawar-zalmi-vs-lahore-qalandars-29th-match-1128846/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/islamabad-united-vs-karachi-kings-30th-match-1128847/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/islamabad-united-vs-karachi-kings-qualifier-1128848/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/peshawar-zalmi-vs-quetta-gladiators-eliminator-1-1128849/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/karachi-kings-vs-peshawar-zalmi-eliminator-2-1128850/full-scorecard,
http://espncricinfo.com//series/psl-2017-18-1128817/islamabad-united-vs-peshawar-zalmi-final-1128851/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-lahore-qalandars-1st-match-1168820/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-multan-sultans-2nd-match-1168821/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/peshawar-zalmi-vs-quetta-gladiators-3rd-match-1168822/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-multan-sultans-4th-match-1168823/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-lahore-qalandars-5th-match-1168824/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-quetta-gladiators-6th-match-1168825/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-peshawar-zalmi-7th-match-1168826/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/multan-sultans-vs-quetta-gladiators-8th-match-1168827/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-peshawar-zalmi-9th-match-1168828/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-multan-sultans-10th-match-1168829/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-peshawar-zalmi-11th-match-1168830/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-quetta-gladiators-12th-match-1168831/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-karachi-kings-13th-match-1168832/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/multan-sultans-vs-peshawar-zalmi-14th-match-1168833/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-quetta-gladiators-15th-match-1168834/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-multan-sultans-16th-match-1168835/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-quetta-gladiators-17th-match-1168836/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-karachi-kings-18th-match-1168837/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/multan-sultans-vs-peshawar-zalmi-19th-match-1168838/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-lahore-qalandars-20th-match-1168839/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-peshawar-zalmi-21st-match-1168840/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/multan-sultans-vs-quetta-gladiators-22nd-match-1168841/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/peshawar-zalmi-vs-quetta-gladiators-23rd-match-1168842/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-multan-sultans-24th-match-1168843/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-peshawar-zalmi-25th-match-1168844/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-quetta-gladiators-26th-match-1168845/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-islamabad-united-27th-match-1168847/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-quetta-gladiators-28th-match-1168848/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/lahore-qalandars-vs-multan-sultans-29th-match-1168849/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/karachi-kings-vs-peshawar-zalmi-30th-match-1168846/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/peshawar-zalmi-vs-quetta-gladiators-qualifier-1168851/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-karachi-kings-eliminator-1-1168850/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/islamabad-united-vs-peshawar-zalmi-eliminator-2-1168852/full-scorecard,
http://espncricinfo.com//series/psl-2018-19-1168814/quetta-gladiators-vs-peshawar-zalmi-final-1168853/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/islamabad-united-vs-quetta-gladiators-1st-match-1211642/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-peshawar-zalmi-2nd-match-1211643/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-multan-sultans-3rd-match-1211644/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/peshawar-zalmi-vs-quetta-gladiators-4th-match-1211645/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/islamabad-united-vs-multan-sultans-5th-match-1211646/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-quetta-gladiators-6th-match-1211647/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-islamabad-united-7th-match-1211648/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/multan-sultans-vs-peshawar-zalmi-8th-match-1211649/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/islamabad-united-vs-quetta-gladiators-9th-match-1211650/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/multan-sultans-vs-karachi-kings-10th-match-1211651/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-peshawar-zalmi-11th-match-1211652/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/multan-sultans-vs-quetta-gladiators-12th-match-1211653/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/islamabad-united-vs-karachi-kings-14th-match-1211655/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-peshawar-zalmi-15th-match-1211656/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-quetta-gladiators-16th-match-1211657/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-islamabad-united-17th-match-1211658/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/peshawar-zalmi-vs-quetta-gladiators-18th-match-1211659/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-multan-sultans-19th-match-1211660/full-scorecard,NR
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/islamabad-united-vs-peshawar-zalmi-20th-match-1211661/full-scorecard,
